symbol,primary_exchange_,bbg_prim_exch_symbol,short_name,industry_sector,industry_group,offering_type,pre/post,launch_date,px_date,start_date,"book_build_
days",uop,left_lead,active_book,co-managers,anncd_shares,priced_shares,upsize?,anncd_proceeds,"pre_shoe
_proceeds",type,pe_sellers,pricing,"dilution_
float",dilution_so,volume_avg_3m,deal_size_vs_adv,eqy_float,eqy_sh_out,short_int,dtc,si_percent_equity_float,beta,cur_mkt_cap,curr_entp_val,median_pt,pt_vs_launch_px,px_official_close,px_open,last_price,gap_%,chg_pct_5d,chg_pct_1m,change_from_ap,px_disc_from_launch,px_disc_from_open,trade_date,pricing_day_close,"subscription
_multiple_",mkting_vwap,"pre_open
_volume","pre_open_volume
_%_of_deal",td_open,"td_open_

vs_deal","td_open_vs_
pd_close",open_print_%,td_low_px,"td_low_px_
vs_deal",break,td_close,"td_close

vs_deal","td_close_
vs
pd_close","td_close
_
vs_td_open","td_vwap_
vs_deal","td_volume_
mkt_hours","mkt_hours_volume_
%_of_deal",td_total_volume,"td_volume_as_
%_of_priced_shares"
SCYX US Equity,UQ Equity,SCYX UQ Equity,SCYNEXIS INC,"Consumer, Non-cyclical",Pharmaceuticals,Sec,pre,4/20/2015,4/22/2015,4/20/2015,3,Drug Development,RBC,CORD CANT LEER,2,3.9,4.68,upsized,$30.00 ,$36.04 ,Primary,No,$7.70 ,97.72%,51.09%,"404,571",9.63,3.99,8.53,"11,797",0.03,0.30%,0.14,$76.01 ,$38.04 ,$160.00 ,1692%,$8.93 ,$8.30 ,,-7.05%,,,,-13.77%,-7.23%,4/23/2015,$7.70 ,Unknown,$7.99 ,"101,490",2.17%,$8.20 ,6.49%,6.49%,,$8.15 ,5.84%, NO ,$9.99 ,29.74%,29.74%,21.83%,,"1,185,949",25.34%,"1,185,949.00",25.30%
IMDZ US Equity,#N/A Real Time Equity,IMDZ #N/A Real Time Equity,IMMUNE DESIGN IN,"Consumer, Non-cyclical",Pharmaceuticals,Sec,pre,4/15/2015,4/15/2015,4/15/2015,1,Drug Development,JEFF,LEER COWN,1,2.83,3,upsized,$75.00 ,$79.50 ,Primary,No,$26.50 ,30.65%,13.85%,"105,132",26.92,9.23,19.98,"383,995",3.65,4.16%,1.27,$459.13 ,$492.21 ,$34.50 ,28%,$27.04 ,$27.35 ,,1.15%,,,,-2.00%,-3.11%,4/16/2015,$27.65 ,Unknown,$28.26 ,"202,402",6.75%,$27.75 ,4.72%,0.36%,,$25.55 ,-3.58%, YES ,$26.55 ,0.19%,-3.98%,-4.32%,,"1,869,443",62.31%,"1,871,643.00",62.40%
DYAX US Equity,#N/A Real Time Equity,DYAX #N/A Real Time Equity,DYAX CORP,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,4/6/2015,4/7/2015,4/7/2015,1,Drug Development,BAML,COWN RBC,2,7,7.4,upsized,$189.00 ,$199.80 ,Primary,No,$27.00 ,5.25%,5.12%,0,#DIV/0!,133.34,136.79,"5,596,730",10,4.20%,1.57,"$3,913.56 ","$3,738.08 ",$30.00 ,5%,$28.61 ,$27.48 ,,-3.95%,,,,-5.63%,-1.75%,4/8/2015,$28.06 ,Unknown,$28.37 ,"311,395",4.21%,$28.87 ,6.93%,2.91%,,$28.61 ,5.96%, NO ,$30.45 ,12.78%,8.54%,5.47%,,"9,955,849",134.54%,"9,978,803.00",134.80%
O US Equity,UN Equity,O US UN Equity,REALTY INCOME,Financial,REITS,Sec,pre,4/6/2015,4/6/2015,4/6/2015,1,Repay Debt,RBC,BAML MS JPM ,0,5,5.5,upsized,$252.55 ,$277.81 ,Primary,No,$50.51 ,2.21%,2.27%,"1,858,688",2.69,225.8,227.02,"21,676,271",11.66,9.60%,0.58,"$11,816.62 ","$16,924.38 ",$50.00 ,-4%,$52.05 ,$51.87 ,,-0.35%,,,,-2.96%,-2.62%,4/7/2015,$50.56 ,Unknown,$50.81 ,"210,186",3.82%,$50.82 ,0.61%,0.51%,,$50.62 ,0.22%, NO ,$50.65 ,0.28%,0.18%,-0.33%,,"5,779,790",105.09%,"5,817,395.00",105.80%
ARCW US Equity,UV Equity,ARCW UV Equity,ARC GROUP WORLDW,Industrial,Metal Fabricate/Hardware,Sec,pre,3/28/2015,4/1/2015,3/28/2015,3,,BREAN,IMPL,0,3,3,no change,$15.00 ,$15.00 ,Primary,No,$5.00 ,72.39%,19.89%,"17,520",171.23,4.14,15.08,"652,124",37.22,15.74%,#N/A N/A,$93.04 ,$153.33 ,$13.00 ,111%,$6.17 ,$6.27 ,,1.62%,,,,-18.96%,-20.26%,4/2/2015,$5.00 ,Unknown,$5.31 ,1,0.00%,$5.00 ,0.00%,0.00%,,$5.00 ,0.00%, NO ,$6.11 ,22.20%,22.20%,22.20%,,"212,625",7.09%,"212,625.00",7.10%
MEG US Equity,#N/A Real Time Equity,MEG U#N/A Real Time Equity,MEDIA GENERAL,Communications,Media,Sec,post,3/30/2015,3/31/2015,3/31/2015,1,Selling SHs,RBC,EVER,0,6.8,6.8,no change,$108.80 ,$108.80 ,Secondary,Yes ,$16.00 ,8.00%,5.23%,0,#DIV/0!,84.99,130.29,"7,679,573",0,8.94%,1.68,"$2,184.32 ","$4,520.02 ", #N/A N/A ,#VALUE!,$16.79 ,$16.57 ,,-1.31%,,,,-4.71%,-3.44%,4/1/2015,$16.49 ,Unknown,$16.39 ,"394,044",5.79%,$16.70 ,4.38%,1.27%,,$16.56 ,3.50%, NO ,$17.10 ,6.88%,3.70%,2.40%,,"5,661,018",83.25%,"5,756,961.00",84.70%
SCAI US Equity,#N/A Real Time Equity,SCAI #N/A Real Time Equity,SURGICAL CARE AF,"Consumer, Non-cyclical",Healthcare-Services,Sec,post,3/23/2015,3/26/2015,3/24/2015,3,Selling SHs,GS,JPM CITI BARC BAML DB STRH,3,7,7,no change,$232.75 ,$232.75 ,Secondary,Yes,$33.25 ,49.39%,18.10%,"95,087",73.62,14.17,38.67,"313,282",3.29,2.21%,0.89,"$1,370.91 ","$2,333.44 ",$38.00 ,7%,$35.45 ,$35.08 ,,-1.04%,,,,-6.21%,-5.22%,3/27/2015,$33.96 ,Unknown,$35.21 ,"284,761",4.07%,$33.51 ,0.78%,-1.33%,,$32.63 ,-1.86%, YES ,$33.25 ,0.00%,-2.09%,-0.78%,,"2,874,359",41.06%,"2,881,266.00",41.20%
GTN US Equity,UN Equity,GTN UUN Equity,GRAY TELEVISION,Communications,Media,Sec,pre,3/23/2015,3/25/2015,3/23/2015,3,Acq,WFC,RBC,2,12,12,no change,$156.00 ,$156.00 ,Primary,No,$13.00 ,24.78%,22.33%,"923,860",12.99,48.43,52.62,"2,290,480",2.48,4.77%,1.77,$833.16 ,"$1,976.83 ",$17.00 ,18%,$14.42 ,$14.34 ,,-0.55%,,,,-9.85%,-9.34%,3/26/2015,$13.30 ,Unknown,$13.62 ,"205,139",1.71%,$12.95 ,-0.38%,-2.63%,,$12.75 ,-1.92%, YES ,$12.99 ,-0.08%,-2.33%,0.31%,,"4,592,616",38.27%,"4,629,810.00",38.60%
ABUS US Equity,UW Equity,ABUS UW Equity,ARBUTUS BIOPHARM,"Consumer, Non-cyclical",Biotechnology,Sec,post,3/18/2015,3/19/2015,3/19/2015,1,Drug Development,LEER,RBC NOMU,3,6,7.5,upsized,$121.50 ,$151.88 ,Primary,No,$20.25 ,21.13%,12.88%,"253,518",23.67,28.4,46.57,"3,642,676",14.37,8.19%,0.57,$920.17 ,$842.01 ,$28.50 ,44%,$19.76 ,$19.17 ,,-2.99%,,,,2.48%,5.63%,3/20/2015,$20.49 ,Unknown,$20.32 ,"280,595",3.74%,$21.00 ,3.70%,2.49%,,$19.36 ,-4.40%, YES ,$19.48 ,-3.80%,-4.93%,-7.24%,,"5,143,960",68.59%,"5,182,342.00",69.10%
EQM US Equity,UN Equity,EQM UUN Equity,EQT MIDSTREAM PA,Energy,Pipelines,Sec,post,3/10/2015,3/11/2015,3/11/2015,1,,WFC,JPM CS BARC BAML RBC DB GS CS,3,8.25,8.25,no change,$627.00 ,$627.00 ,Primary,No,$76.00 ,21.01%,13.32%,"224,868",36.69,39.26,68.96,"1,478,803",6.58,3.77%,1,"$4,984.24 ","$5,870.06 ",$108.00 ,34%,$80.46 ,$77.80 ,,-3.31%,,,,-5.54%,-2.31%,3/12/2015,$76.30 ,Unknown,$77.01 ,"892,800",10.82%,$75.00 ,-1.32%,-1.70%,,$74.01 ,-2.62%, YES ,$74.25 ,-2.30%,-2.69%,-1.00%,,"7,685,356",93.16%,"7,843,252.00",95.10%
TTPH US Equity,UW Equity,TTPH UW Equity,TETRAPHASE PHARM,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,3/9/2015,3/11/2015,3/10/2015,2,Drug Development,BMO,STUF GUGG,2,3.5,4.3,upsized,$122.50 ,$150.50 ,Primary,No,$35.00 ,15.04%,11.30%,"581,746",6.02,23.27,35.28,"2,049,665",3.52,8.93%,1.56,"$1,115.16 ","$1,158.42 ",$48.00 ,33%,$36.00 ,$34.97 ,,-2.86%,,,,-2.78%,0.09%,3/12/2015,$36.14 ,Unknown,$705.88 ,"140,825",3.28%,$35.57 ,1.63%,-1.58%,,$35.11 ,0.31%, NO ,$36.61 ,4.60%,1.30%,2.92%,,"2,630,066",61.16%,"2,647,175.00",61.60%
ITCI US Equity,UW Equity,ITCI UW Equity,INTRA-CELLULAR T,"Consumer, Non-cyclical",Pharmaceuticals,Sec,pre,3/4/2015,3/5/2015,3/4/2015,2,Drug Development,LEER,COWN RBC,3,4.25,4.75,upsized,$102.00 ,$114.00 ,Primary,No,$24.00 ,26.31%,15.32%,"842,135",5.05,16.15,29.5,"753,999",0.9,4.70%,1.19,$756.39 ,$599.87 ,$24.00 ,-7%,$25.73 ,$25.10 ,,-2.45%,,,,-6.72%,-4.38%,3/6/2015,$24.73 ,Unknown,$24.55 ,"100,805",2.12%,$24.45 ,1.88%,-1.13%,,$23.39 ,-2.54%, YES ,$23.80 ,-0.83%,-3.76%,-2.66%,,"1,496,332",31.50%,"1,511,535.00",31.80%
EGBN US Equity,UR Equity,EGBN UR Equity,EAGLE BANCRP INC,Financial,Banks,Sec,pre,3/2/2015,3/4/2015,3/2/2015,3,,SAND,,0,1.9,2.45,upsized,$67.45 ,$86.98 ,Primary,No,$35.50 ,7.30%,6.29%,"102,037",18.62,26.02,30.48,"654,412",6.41,2.56%,0.97,"$1,115.00 ", #N/A N/A ,$39.00 ,5%,$37.15 ,$36.48 ,,-1.80%,,,,-4.44%,-2.69%,3/5/2015,$35.57 ,Unknown,$36.29 ,510,0.02%,$35.80 ,0.85%,0.65%,,$35.65 ,0.42%, NO ,$36.26 ,2.14%,1.94%,1.28%,,"601,680",24.56%,"603,775.00",24.60%
HTLD US Equity,UW Equity,HTLD UW Equity,HEARTLAND EXPRES,Industrial,Transportation,Sec,post,3/2/2015,3/4/2015,3/3/2015,2,,STIF,STEP WFC BBT,0,3.25,3.25,no change,$77.19 ,$77.19 ,Secondary,No,$23.75 ,6.48%,3.70%,"466,371",6.97,50.14,87.79,"4,335,872",9.3,8.65%,0.95,"$2,224.62 ","$2,157.30 ",$26.00 ,3%,$25.34 ,$24.68 ,,-2.60%,,,,-6.27%,-3.77%,3/5/2015,$24.49 ,Unknown,$24.53 ,"200,447",6.17%,$24.44 ,2.91%,-0.20%,,$24.15 ,1.68%, NO ,$24.26 ,2.15%,-0.94%,-0.74%,,"3,078,018",94.71%,"3,092,280.00",95.10%
TNDM US Equity,UQ Equity,TNDM UQ Equity,TANDEM DIABETES,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,2/24/2015,2/26/2015,2/25/2015,2,Drug Development,BAML,PJ ,2,5.25,5.25,no change,$60.00 ,$60.38 ,Primary,No,$11.50 ,48.38%,22.14%,"605,904",8.66,10.85,23.72,"1,915,339",3.16,17.78%,0.8,$310.67 ,$252.43 ,$20.00 ,53%,$13.10 ,$12.80 ,,-2.29%,,,,-12.21%,-10.16%,2/27/2015,$12.24 ,Unknown,$123.45 ,"25,441",0.48%,$12.00 ,4.35%,-1.96%,,$11.50 ,0.00%, NO ,$11.70 ,1.74%,-4.41%,-2.50%,,"214,962",4.09%,"216,926.00",4.10%
BOOT US Equity,UN Equity,BOOT UN Equity,BOOT BARN HOLDIN,"Consumer, Cyclical",Retail,Sec,post,2/23/2015,2/25/2015,2/24/2015,2,,JPM,PJ JEFF,2,4.5,5.42,upsized,$105.75 ,$127.37 ,Secondary,Yes,$23.50 ,77.90%,17.50%,"340,649",13.21,5.78,25.71,"664,500",1.95,11.50%,0.35,$572.54 ,$693.94 ,$25.00 ,12%,$22.27 ,$22.07 ,,-0.90%,,,,5.52%,6.48%,2/26/2015,$24.04 ,Unknown,$23.04 ,"477,748",8.81%,$24.40 ,3.83%,1.50%,,$23.04 ,-1.96%, YES ,$23.15 ,-1.49%,-3.70%,-5.12%,,"6,869,376",126.74%,"6,872,276.00",126.80%
RLYP US Equity,#N/A Real Time Equity,RLYP #N/A Real Time Equity,RELYPSA INC,"Consumer, Non-cyclical",Biotechnology,Sec,post,2/24/2015,2/25/2015,2/25/2015,1,Drug Development,BAML,COWN ,3,3.38,3.9,upsized,$130.00 ,$150.15 ,Primary,No,$38.50 ,20.26%,9.25%,0,#DIV/0!,16.67,36.52,"2,205,772",10,15.36%,1.25,"$1,397.52 ","$1,321.86 ",$60.00 ,57%,$38.27 ,$38.03 ,,-0.63%,,,,0.60%,1.24%,2/26/2015,$39.48 ,Unknown,$38.76 ,"48,727",1.25%,$39.00 ,1.30%,-1.22%,,$38.21 ,-0.75%, YES ,$38.97 ,1.22%,-1.29%,-0.08%,,"1,851,144",47.47%,"1,857,261.00",47.60%
XNCR US Equity,UQ Equity,XNCR UQ Equity,XENCOR INC,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,2/23/2015,2/24/2015,2/24/2015,1,Drug Development,LEER,,2,5.5,7.5,upsized,$78.38 ,$106.88 ,Primary,No,$14.25 ,31.57%,17.48%,"247,994",22.18,17.42,31.47,"1,267,678",5.11,7.29%,1.09,$482.16 ,$402.02 ,$22.00 ,44%,$15.32 ,$14.56 ,,-4.96%,,,,-6.98%,-2.13%,2/25/2015,$14.51 ,Unknown,$14.30 ,"143,750",1.92%,$14.96 ,4.98%,3.10%,,$14.65 ,2.81%, NO ,$15.10 ,5.96%,4.07%,0.94%,,"2,264,783",30.20%,"2,264,783.00",30.20%
OESX US Equity,UR Equity,OESX UR Equity,ORION ENERGY SYS,Industrial,Electrical Compo&Equip,Sec,post,2/11/2015,2/19/2015,2/12/2015,8,,CHLM ,-,0,4.29,4.75,upsized,$15.00 ,$16.63 ,Primary,No,$3.50 ,21.89%,19.53%,"69,175",61.95,19.58,21.94,"398,698",5.76,2.04%,0.93,$103.35 ,$87.12 ,$6.00 ,27%,$4.71 ,$4.49 ,,-4.67%,,,,-25.69%,-22.05%,2/20/2015,$4.01 ,Unknown,$4.12 ,"602,539",12.69%,$3.80 ,8.57%,-5.24%,,$3.60 ,2.86%, NO ,$3.61 ,3.14%,-9.98%,-5.00%,,"3,267,339",68.79%,"3,267,341.00",68.80%
PSXP US Equity,UN Equity,PSXP UN Equity,PHILLIPS 66 PART,Energy,Pipelines,Sec,pre,2/17/2015,2/17/2015,2/17/2015,1,Acq,BARC,JPM WFC RBC MS GS CITI BAML,4,5.25,5.25,no change,$396.38 ,$396.38 ,Primary,No,$75.50 ,21.87%,6.83%,"287,114",18.29,24,45.08,"487,574",1.7,2.76%,0.9,"$5,830.65 ","$6,483.52 ",$81.00 ,3%,$78.83 ,$78.20 ,,-0.80%,,,,-4.22%,-3.45%,2/18/2015,$75.50 ,Unknown,$75.93 ,"365,814",6.97%,$75.25 ,-0.33%,-0.33%,,$74.90 ,-0.79%, YES ,$75.00 ,-0.66%,-0.66%,-0.33%,,"4,081,138",77.74%,"4,149,492.00",79.00%
ENSG US Equity,UW Equity,ENSG UW Equity,ENSIGN GROUP INC,"Consumer, Non-cyclical",Healthcare-Services,Sec,post,2/9/2015,2/11/2015,2/10/2015,2,GCP,WFC,RBC,1,5,5,no change,$102.50 ,$102.50 ,Primary,No,$20.50 ,6.22%,11.05%,"258,810",19.32,40.2,45.23,"788,770",3.05,1.97%,0.96,$953.49 ,$961.43 ,$21.97 ,0%,$21.96 ,$20.80 ,,-5.28%,,,,-6.65%,-1.44%,2/12/2015,$42.03 ,Unknown,$19.43 ,"184,848",7.39%,$41.49 ,1.20%,-1.28%,,$40.75 ,-0.61%, YES ,$40.85 ,-0.37%,-2.81%,-1.54%,,"2,438,446",97.54%,"2,555,640.00",102.20%
ENT US Equity,UR Equity,ENT UUR Equity,GLOBAL EAGLE ENT,Communications,Media,Sec + Cvt,pre,2/9/2015,2/11/2015,2/9/2015,3,Selling SHs,PJ,MACQ  ,0,8.3,3.3,downsized,$109.98 ,$43.73 ,Primary,No,$13.25 ,20.28%,12.55%,"645,167",12.86,40.92,76.92,"5,289,847",8.2,13.17%,1.17,"$1,197.29 ",$801.43 ,$18.00 ,15%,$15.70 ,$15.15 ,,-3.50%,,,,-15.61%,-12.54%,2/12/2015,$12.95 ,Unknown,$13.28 ,"331,788",10.05%,$13.56 ,2.34%,4.71%,,$12.90 ,-2.64%, YES ,$13.27 ,0.15%,2.47%,-2.14%,,"3,746,155",113.52%,"3,841,055.00",116.40%
CASM US Equity,#N/A Real Time Equity,CASM #N/A Real Time Equity,CAS MEDICAL SYS,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,2/4/2015,2/10/2015,2/5/2015,4,,CHLM ,-,0,6.2,6.2,no change,$8.06 ,$8.06 ,Primary,No,$1.30 ,35.70%,31.82%,"63,605",97.48,17.37,19.49,"10,642",0.17,0.06%,0.21,$30.59 ,$50.03 ,$3.50 ,123%,$1.57 ,$1.55 ,,-1.27%,,,,-17.20%,-16.13%,2/11/2015,$1.35 ,Unknown,$1.42 ,"58,639",0.95%,$1.40 ,7.69%,3.70%,,$1.16 ,-10.77%, YES ,$1.29 ,-0.77%,-4.44%,-7.86%,,"2,328,903",37.56%,"2,330,203.00",37.60%
PLAY US Equity,UW Equity,PLAY UW Equity,DAVE & BUSTER'S,"Consumer, Cyclical",Retail,Sec,post,2/2/2015,2/5/2015,2/3/2015,3,Selling SHs,JEFF,PJ WBLR RJ STIF,1,6,6.6,upsized,$177.00 ,$194.70 ,Secondary,Yes,$29.50 ,92.44%,15.01%,"808,814",7.42,6.49,39.97,"600,791",0.74,9.26%,0.49,"$1,115.94 ","$1,577.61 ",$33.00 ,18%,$27.92 ,$28.52 ,,2.15%,,,,5.66%,3.44%,2/6/2015,$30.51 ,Unknown,$29.75 ,"461,730",7.00%,$30.12 ,2.10%,-1.28%,,$29.37 ,-0.44%, YES ,$29.79 ,0.98%,-2.36%,-1.10%,,"4,017,338",60.87%,"4,025,308.00",61.00%
STL US Equity,UN Equity,STL UUN Equity,STERLING BANCORP,Financial,Savings&Loans,Sec,post,2/4/2015,2/5/2015,2/5/2015,1,,JEFF,KBWI RBC,0,6,6,no change,$78.00 ,$78.00 ,Primary,No,$13.00 ,7.63%,7.14%,"1,515,577",3.96,78.66,89.99,"5,384,737",3.55,6.84%,0.97,"$1,132.24 ", #N/A N/A ,$15.25 ,13%,$13.48 ,$13.50 ,,0.15%,,,,-3.56%,-3.70%,2/6/2015,$13.40 ,Unknown,$13.44 ,"495,245",8.25%,$13.50 ,3.85%,0.75%,,$13.48 ,3.69%, NO ,$13.78 ,6.00%,2.84%,2.07%,,"5,000,366",83.34%,"5,315,941.00",88.60%
ZIOP US Equity,UW Equity,ZIOP UW Equity,ZIOPHARM ONCOLOG,"Consumer, Non-cyclical",Biotechnology,Sec,post,2/2/2015,2/3/2015,2/3/2015,1,Drug Development,JPM,,4,8.57,10,upsized,$75.00 ,$87.50 ,Primary,No,$8.75 ,10.41%,8.35%,"1,449,590",5.91,82.37,102.71,"17,322,391",11.95,21.03%,1.63,$918.75 ,$877.49 ,$12.00 ,34%,$8.95 ,$8.15 ,,-8.89%,,,,-2.18%,7.36%,2/4/2015,$8.96 ,Unknown,$8.50 ,"825,899",8.26%,$8.96 ,2.40%,0.00%,,$8.56 ,-2.17%, YES ,$8.58 ,-1.94%,-4.24%,-4.24%,,"10,796,649",107.97%,"10,803,743.00",108.00%
OXFD US Equity,UQ Equity,OXFD UQ Equity,OXFORD IMMUNOTEC,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,1/28/2015,1/29/2015,1/29/2015,1,Drug Development,JPM,PJ,2,4.26,4.26,upsized,$50.00 ,$50.06 ,Primary,No,$11.75 ,34.07%,24.16%,"93,729",45.4,12.49,17.61,"219,534",2.34,1.76%,1.25,$234.58 ,$160.53 ,$22.00 ,65%,$13.32 ,$12.65 ,,-5.03%,,,,-11.79%,-7.11%,1/30/2015,$11.93 ,Unknown,$12.14 ,"103,150",2.42%,$12.20 ,3.83%,2.26%,,$11.47 ,-2.38%, YES ,$11.76 ,0.09%,-1.42%,-3.61%,,"1,161,283",27.26%,"1,164,184.00",27.30%
NVCN US Equity,UR Equity,NVCN UR Equity,NEOVASC INC,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,1/26/2015,1/28/2015,1/27/2015,2,Drug Development,LEER,,1,8,10.5,upsized,$57.50 ,$75.50 ,Both,No,$7.19 ,#VALUE!,14.88%,"601,121",13.31,#N/A N/A,53.76,"5,316",0.01,#VALUE!,-0.13,$468.22 ,$373.29 ,$10.30 ,18%,$8.71 ,$8.24 ,,-5.40%,,,,-17.45%,-12.74%,1/29/2015,$7.19 ,Unknown,"$7,595.83 ","5,105",0.05%,$8.00 ,11.27%,11.27%,,$7.46 ,3.76%, NO ,$9.00 ,25.17%,25.17%,12.50%,,"2,286,544",21.78%,"2,286,544.00",21.80%
ASPX US Equity,#N/A Real Time Equity,ASPX #N/A Real Time Equity,AUSPEX PHARMACEU,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,1/21/2015,1/22/2015,1/22/2015,1,Drug Development,JPM,,4,4,4,no change,$226.00 ,$226.00 ,Both,No,$56.50 ,27.60%,14.50%,0,#DIV/0!,14.49,27.58,"1,688,490",1.7,11.65%,2.92,"$1,733.00 ","$1,442.88 ",$61.00 ,-3%,$62.83 ,$61.03 ,,-2.86%,,,,-10.07%,-7.42%,1/23/2015,$56.90 ,Unknown,$55.61 ,"245,650",6.14%,$55.69 ,-1.43%,-2.13%,,$52.26 ,-7.50%, YES ,$58.46 ,3.47%,2.74%,4.97%,,"1,875,373",46.88%,"1,878,359.00",47.00%
MIK US Equity,UW Equity,MIK UUW Equity,MICHAELS COS INC,"Consumer, Cyclical",Retail,Sec,pre,1/20/2015,1/22/2015,1/20/2015,3,Selling SHs,JPM,GS DB BARC,8,16,18.8,upsized,$376.32 ,$442.18 ,Secondary,Yes,$23.52 ,39.29%,8.05%,"2,390,924",6.69,40.72,204.29,"2,355,625",0.99,5.78%,0.66,"$4,676.13 ","$7,946.83 ",$25.00 ,9%,$22.89 ,$22.36 ,,-2.32%,,,,2.75%,5.19%,1/23/2015,$23.52 ,Unknown,$22.75 ,"1,163,640",6.19%,$24.43 ,3.87%,3.87%,,$24.21 ,2.93%, NO ,$25.58 ,8.76%,8.76%,4.71%,,"8,282,868",44.06%,"8,331,292.00",44.30%
OTIC US Equity,UW Equity,OTIC UW Equity,OTONOMY INC,"Consumer, Non-cyclical",Biotechnology,Sec,post,1/21/2015,1/22/2015,1/22/2015,1,Drug Development,JPM,,2,2.15,2.55,upsized,$62.89 ,$74.59 ,Primary,No,$29.25 ,34.62%,10.15%,"150,776",14.26,6.21,21.17,"375,817",2.49,6.05%,0.67,$724.97 ,$465.19 ,$31.00 ,-9%,$34.24 ,$33.00 ,,-3.62%,,,,-14.57%,-11.36%,1/23/2015,$29.34 ,Unknown,$29.01 ,"64,468",2.53%,$29.00 ,-0.85%,-1.16%,,$29.00 ,-0.85%, YES ,$32.93 ,12.58%,12.24%,13.55%,,"1,358,091",53.26%,"1,360,235.00",53.30%
VSTM US Equity,UQ Equity,VSTM UQ Equity,VERASTEM INC,"Consumer, Non-cyclical",Biotechnology,Sec,post,1/20/2015,1/22/2015,1/21/2015,2,Drug Development,JEFF,LEER,2,6.15,7.25,upsized,$40.00 ,$47.13 ,Primary,No,$6.50 ,28.72%,23.77%,"482,192",12.76,21.43,25.89,"3,265,816",6.77,15.24%,1.73,$232.79 ,$88.59 ,$21.00 ,134%,$8.99 ,$8.75 ,,-2.67%,,,,-27.70%,-25.71%,1/23/2015,$7.00 ,Unknown,$7.41 ,"829,882",11.45%,$7.30 ,12.31%,4.29%,,$6.95 ,7.00%, NO ,$7.58 ,16.62%,8.29%,3.84%,,"4,013,149",55.35%,"4,020,049.00",55.40%
VTAE US Equity,#N/A Real Time Equity,VTAE #N/A Real Time Equity,VITAE PHARMACEUT,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,1/21/2015,1/22/2015,1/22/2015,1,Drug Development,STIF,PJ BMO,2,3,3,no change,$35.70 ,$35.70 ,Primary,No,$11.90 ,52.69%,16.65%,0,#DIV/0!,5.69,18.02,"348,250",1.5,6.12%,0.45,$234.12 ,$155.59 ,$21.00 ,62%,$12.99 ,$12.80 ,,-1.46%,,,,-8.39%,-7.03%,1/23/2015,$11.99 ,Unknown,$12.15 ,"137,973",4.60%,$13.51 ,13.53%,12.68%,,$13.51 ,13.53%, NO ,$14.94 ,25.55%,24.60%,10.58%,,"1,865,879",62.20%,"1,866,605.00",62.20%
ZFGN US Equity,UW Equity,ZFGN UW Equity,ZAFGEN INC,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,1/16/2015,1/22/2015,1/17/2015,6,Drug Development,LEER,COWN,2,2.84,3.94,upsized,$99.43 ,$137.90 ,Primary,No,$35.00 ,43.54%,12.51%,"199,845",14.21,6.52,22.71,"1,115,686",5.58,17.11%,1.64,$831.77 , #N/A N/A ,$47.50 ,30%,$36.63 ,$36.63 ,,0.00%,,,,-4.45%,-4.45%,1/23/2015,$37.06 ,Unknown,$35.28 ,"54,853",1.39%,$35.24 ,0.69%,-4.91%,,$35.14 ,0.40%, NO ,$38.97 ,11.33%,5.14%,10.57%,,"1,670,273",42.39%,"1,675,285.00",42.50%
KERX US Equity,#N/A Real Time Equity,KERX #N/A Real Time Equity,KERYX BIOPHARM,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,1/20/2015,1/21/2015,1/21/2015,1,Drug Development,JPM,,10,8.33,9.17,upsized,$100.00 ,$110.04 ,Primary,No,$12.00 ,9.25%,9.06%,"1,370,561",6.08,90.09,101.11,"23,757,820",17.33,26.37%,1.49,"$1,269.70 ","$1,215.45 ",$25.00 ,81%,$13.81 ,$13.27 ,,-3.91%,,,,-13.11%,-9.57%,1/22/2015,$12.87 ,Unknown,$13.07 ,"464,311",5.06%,$12.55 ,4.58%,-2.49%,,$12.40 ,3.33%, NO ,$13.34 ,11.17%,3.65%,6.29%,,"5,918,401",64.54%,"5,962,251.00",65.00%
PBYI US Equity,UW Equity,PBYI UW Equity,PUMA BIOTECHNOLO,"Consumer, Non-cyclical",Biotechnology,Sec,post,1/20/2015,1/21/2015,1/21/2015,1,Drug Development,BAML,JPM CITI,3,1,1,no change,$190.00 ,$190.00 ,Primary,No,$190.00 ,3.79%,3.26%,"1,585,961",0.63,26.42,31.64,"2,253,685",1.42,8.69%,1.96,"$6,648.92 ","$5,931.24 ",$269.00 ,24%,$216.97 ,$209.49 ,,-3.45%,,,,-12.43%,-9.30%,1/22/2015,$191.90 ,Unknown,$197.77 ,"37,517",3.75%,$188.14 ,-0.98%,-1.96%,,$183.50 ,-3.42%, YES ,$194.52 ,2.38%,1.37%,3.39%,,"833,492",83.35%,"833,941.00",83.40%
